text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
Do I need a photo ID to activate a my new card?,0,47,12,need photo activate new card,47,3.0,1,4
How can i check if my card is working?,14,38,9,check card working,38,3.3333333333333335,1,1
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,15,86,17,charged extra fee card payment unaware fee beforehand,86,4.117647058823529,2,2
I want to get a virtual card!,40,29,7,want get virtual card,29,3.2857142857142856,1,1
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",6,119,22,deposited check yesterday account balance deposit hasnt shown yet day already,119,4.409090909090909,5,2
I know that I am able to make transfers for free.  That was something that I valued.  After I bought something online from abroad I noticed that I got charged a fee?  What is this and can it be removed?,64,202,40,know able make transfer free something valued bought something online abroad noticed got charged fee removed,202,4.0,4,9
"I've made a transfer, how long until the money reaches my account?",67,66,12,ive made transfer long money reach account,66,4.583333333333333,3,1
I see a direct debit transaction in my app that I didn't make.,28,62,13,see direct debit transaction app didnt make,62,3.8461538461538463,2,2
How do I get my virtual card?,40,29,7,get virtual card,29,3.2857142857142856,1,2
Am I able to cancel a transfer I just made,8,42,10,able cancel transfer made,42,3.3,0,3
A wrong exchange rate was applied to a transaction made abroad.,76,63,11,wrong exchange rate applied transaction made abroad,63,4.818181818181818,1,1
"Everything seems fine with my account, so why did it decline my payment?",25,72,13,everything seems fine account decline payment,72,4.615384615384615,2,1
why can't my beneficiary make transactions?,7,43,6,cant beneficiary make transaction,43,6.333333333333333,2,0
I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?,51,148,28,requested refund merchant dont see money account able check merchant process refund manually,148,4.285714285714286,3,2
To many charges on my card how do I go about fixing that?,63,57,13,many charge card fixing,57,3.4615384615384617,1,2
Tell me your opinion on the exchange rate.,32,42,8,tell opinion exchange rate,42,4.375,1,1
My billing address changed and I need to update my information.,30,63,11,billing address changed need update information,63,4.818181818181818,1,2
I am being charged a pound out of nowhere. What is this?,34,56,12,charged pound nowhere,56,3.75,2,2
There was an extra fee when I paid with the card.,15,49,11,extra fee paid card,49,3.5454545454545454,1,2
I made a check and cash deposit that wasn't credited to my account.,6,67,13,made check cash deposit wasnt credited account,67,4.230769230769231,2,1
Why was my top-up declined?,61,27,5,topup declined,27,4.6,2,1
How much will I get with the exchange rate?,32,43,9,much get exchange rate,43,3.888888888888889,1,2
Is there a way to track my card?,11,32,8,way track card,32,3.125,1,1
How long do I have  to wait for my transaction to be completed?,66,63,13,long wait transaction completed,63,3.8461538461538463,1,2
My balance didn't change after I transferred some money.,5,56,9,balance didnt change transferred money,56,5.333333333333333,2,2
Can this app be used to exchange currencies?,33,44,8,app used exchange currency,44,4.625,1,1
Where would I find top up by cash deposit?,58,42,9,would find top cash deposit,42,3.7777777777777777,1,2
I need to cancel a transfer I made.,8,35,8,need cancel transfer made,35,3.5,1,2
They used the wrong rate when I made a purchase with foreign currency.,17,70,13,used wrong rate made purchase foreign currency,70,4.461538461538462,1,2
Do all ATMs take this card?,3,27,6,atm take card,27,3.6666666666666665,1,4
"Apple pay is not accepting my American Express card, can you assist me with this problem?",2,89,16,apple pay accepting american express card assist problem,89,4.625,2,3
I notice that I have a card payment that's been cancelled.,53,58,11,notice card payment thats cancelled,58,4.363636363636363,2,2
There is a weird payment in my statement.,16,41,8,weird payment statement,41,4.25,1,1
My card isn't letting me purchase something and I wanted to know why.,7,69,13,card isnt letting purchase something wanted know,69,4.384615384615385,2,2
It looks like I was charged twice for a single transaction,63,58,11,look like charged twice single transaction,58,4.363636363636363,0,2
The exchange rate for my electronic payment is incorrect.,17,57,9,exchange rate electronic payment incorrect,57,5.444444444444445,1,1
My refund isn't going fast enough.,51,34,6,refund isnt going fast enough,34,4.833333333333333,2,1
Why is my card payment still listed as pending?,45,47,9,card payment still listed pending,47,4.333333333333333,1,1
disposable virtual card can be ordered where?,37,45,7,disposable virtual card ordered,45,5.571428571428571,1,0
How do I know if my top up worked?,59,34,9,know top worked,34,2.888888888888889,1,2
Why hasn't my card arrived yet?,11,31,6,hasnt card arrived yet,31,4.333333333333333,2,1
if im not using my account should i close it or just let it sit,55,63,15,using account close let sit,63,3.2666666666666666,0,0
Can I choose my card scheme?,73,28,6,choose card scheme,28,3.8333333333333335,1,2
I could not get the cash I wanted,75,33,8,could get cash wanted,33,3.25,0,2
Which cards do you support for top up?,54,38,8,card support top,38,3.875,1,1
Why is the cash deposit not showing up in my account?,6,53,11,cash deposit showing account,53,3.909090909090909,1,1
I would like to use this cheque to top up.  Can you tell me how to do that?,58,75,18,would like use cheque top tell,75,3.1666666666666665,2,2
What do I do if there is an electronic debit that is not correct?,28,65,14,electronic debit correct,65,3.7142857142857144,1,2
I think the exchange rate on my card payment is incorrect.,17,58,11,think exchange rate card payment incorrect,58,4.363636363636363,1,1
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,75,84,19,tried withdraw pound gave rest money,84,3.473684210526316,2,2
Is there an issue with my card payment as it has not gone through.,25,66,14,issue card payment gone,66,3.7857142857142856,1,1
Why is my card not working anymore?,14,35,7,card working anymore,35,4.142857142857143,1,1
My transaction is showing several times.,63,40,6,transaction showing several time,40,5.833333333333333,1,1
The amount of exchange was not correct for the item i bought.,17,61,12,amount exchange correct item bought,61,4.166666666666667,1,1
Can I be given a new passcode?,44,30,7,given new passcode,30,3.4285714285714284,1,2
My top up is not working in Apple Pay.,2,38,9,top working apple pay,38,3.3333333333333335,1,3
Why is my transfer more expensive than I thought?,64,49,9,transfer expensive thought,49,4.555555555555555,1,2
I don't understand why my payment was declined. I thought everything was ok.,25,76,13,dont understand payment declined thought everything,76,4.923076923076923,3,2
I was removing a dollar amount from my account and now don't have access to my card.,18,84,17,removing dollar amount account dont access card,84,4.0,2,1
There has been a payment  in the App that has not be done by me.,16,64,15,payment app done,64,3.2666666666666666,1,2
I was charged an additional amount of money for making a purchase with my card,15,78,15,charged additional amount money making purchase card,78,4.266666666666667,0,1
I was wondering about transferring money into my account and how it works.  Can you tell me about that?,65,103,19,wondering transferring money account work tell,103,4.421052631578948,2,2
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,46,146,29,tried withdraw cash atm city center card declined transaction still showing pending please cancel,146,4.068965517241379,3,5
What fiat money can I used in the exchange and holding?,36,55,11,fiat money used exchange holding,55,4.090909090909091,1,2
I made an ATM withdrawal over the holiday and then later realized I was charged an exorbitant fee!  I never would've made this withdrawal if I'd known I'd be charged so much.,76,174,32,made atm withdrawal holiday later realized charged exorbitant fee never wouldve made withdrawal known charged much,174,4.4375,5,8
Will I get extra charges?,64,25,5,get extra charge,25,4.2,1,2
What is the reason why the transfer shows as pending?,48,53,10,reason transfer show pending,53,4.4,1,1
How can I find out where the funds are flow?,70,44,10,find fund flow,44,3.5,1,2
"I was charged a transfer fee, why is that?",64,42,9,charged transfer fee,42,3.7777777777777777,2,1
How long does it take for a money transfer to show up?,48,54,12,long take money transfer show,54,3.5833333333333335,1,1
My passcode won't work.,44,23,4,passcode wont work,23,5.0,2,1
Why is there a $1 charge on my statement?,34,41,9,charge statement,41,3.6666666666666665,2,1
"I'm interested in holding and exchange for flat currencies, what do you support?",36,80,13,interested holding exchange flat currency support,80,5.230769230769231,3,1
How long does it take to get my money,67,37,9,long take get money,37,3.2222222222222223,0,1
Why won't my transfer go through?,35,33,6,wont transfer,33,4.666666666666667,2,1
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,75,166,37,atm standing front gave pound rather pound wanted app show took pound also need fix,166,3.5135135135135136,4,10
Your exchange rates come from where?,32,36,6,exchange rate come,36,5.166666666666667,1,1
Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.,21,125,22,atm pin changed visa mastercard atm pin service certain country dont support atm pin change,125,4.7272727272727275,3,20
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,66,236,47,payed rent landlord day ago saying never went though everything look good even double checked account number dont know could causing confusion help please,236,4.042553191489362,5,5
I can't see my refund in my history.,51,36,8,cant see refund history,36,3.625,2,1
I don't live in the UK.  Can I still get a card?,24,48,12,dont live still get card,48,3.0,3,5
How do I replace my card before it expires?,9,43,9,replace card expires,43,3.888888888888889,1,2
why has a cash withdrawal charged me?,19,37,7,cash withdrawal charged,37,4.428571428571429,1,0
I believe a wrong exchange rate was applied towards a cash transaction I made abroad.,76,85,15,believe wrong exchange rate applied towards cash transaction made abroad,85,4.733333333333333,1,2
Will I be charged a fee for topping up using a European card?,57,61,13,charged fee topping using european card,61,3.769230769230769,1,3
Are their certain cash machines where I can change my pin?,21,58,11,certain cash machine change pin,58,4.363636363636363,1,2
What is the age limit?,1,22,5,age limit,22,3.6,1,1
I was overcharged an additional pound.,34,38,6,overcharged additional pound,38,5.5,1,1
Why hasn't my transfer been made?,35,33,6,hasnt transfer made,33,4.666666666666667,2,1
How many disposable cards per person?,29,37,6,many disposable card per person,37,5.333333333333333,1,1
There's a card payment I didn't make,16,36,7,there card payment didnt make,36,4.285714285714286,2,2
"I think my pin has been compromised, what do I do?",21,50,11,think pin compromised,50,3.6363636363636362,2,2
Why is my identification required?,74,34,5,identification required,34,6.0,1,1
Can I auto top if I'm low on funds?,4,35,9,auto top low fund,35,3.0,2,3
What am I supposed to do if the funds haven't show up from a transfer completed this morning?,48,93,18,supposed fund havent show transfer completed morning,93,4.222222222222222,2,2
Can I use SWIFT transfers?,56,26,5,use swift transfer,26,4.4,1,7
Why isn't my disposable virtual card working?,72,45,7,isnt disposable virtual card working,45,5.571428571428571,2,1
I can't find my code,44,20,5,cant find code,20,3.2,1,1
"phone is gone, dont want others to access account information",42,61,10,phone gone dont want others access account information,61,5.2,1,0
"My card has not arrived yet, where is it?",11,41,9,card arrived yet,41,3.6666666666666665,2,1
Is there a tracking number for the card you sent me?,11,52,11,tracking number card sent,52,3.8181818181818183,1,1
WHAT CAN I DO AFTER THE CARD MISSING,0,36,8,card missing,36,3.625,0,29
Is this where I order a virtual card?,40,37,8,order virtual card,37,3.75,1,2
I contacted the seller and he won't respond.  Please just refund me my  money.,51,78,14,contacted seller wont respond please refund money,78,4.5,3,2
I would like to delete my account.,55,34,7,would like delete account,34,4.0,1,1
The money that I have transferred hasn't arrived yet.,5,53,9,money transferred hasnt arrived yet,53,5.0,2,2
Where can I receive my card?,43,28,6,receive card,28,3.8333333333333335,1,2
My statement doesn't show that a refund has processed,51,53,9,statement doesnt show refund processed,53,5.0,1,1
When can I use money sent to my account?,67,40,9,use money sent account,40,3.5555555555555554,1,2
The fee charged when I changed rubles into British pounds was too much.,17,71,13,fee charged changed ruble british pound much,71,4.538461538461538,1,3
"unhappy with you, how to delete account",55,39,7,unhappy delete account,39,4.714285714285714,1,0
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,34,115,24,charge statement think bought anything costed going,115,3.75,3,4
"For a week now, I have tried to use my card and it is still not working.",14,72,17,week tried use card still working,72,3.2941176470588234,2,2
When will I have access to my pin number?,38,41,9,access pin number,41,3.6666666666666665,1,2
How do I unlock my account after typing in the wrong PIN too many times?,49,72,15,unlock account typing wrong pin many time,72,3.8666666666666667,1,5
Will I be charged for receiving money?,56,38,7,charged receiving money,38,4.571428571428571,1,2
Why am I being charged more on exchange with things I bought abroad?,17,68,13,charged exchange thing bought abroad,68,4.3076923076923075,1,3
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,15,97,19,made order noticed extra fee charged without informing,97,4.157894736842105,2,2
Please assist me in activating the card.,0,40,7,please assist activating card,40,4.857142857142857,1,1
Can I do a SWIFT transfer?,56,26,6,swift transfer,26,3.5,1,7
I sent a cheque  a few days ago and nothing has happened to my account yet. Can you please check on this for me?,6,112,24,sent cheque day ago nothing happened account yet please check,112,3.6666666666666665,2,2
why wasn't a transfer to account approved,7,41,7,wasnt transfer account approved,41,5.0,1,0
An extra pound was charged!,34,27,5,extra pound charged,27,4.6,1,1
i asked for 100 only got 80,75,27,7,asked got,27,3.0,0,0
My transfer's stuck on pending.,48,31,5,transfer stuck pending,31,5.4,2,1
I am not Happy with this product can i get a refund?,52,52,12,happy product get refund,52,3.4166666666666665,1,2
I may have a fraud charge on my debit statement.,28,48,10,may fraud charge debit statement,48,3.9,1,1
Help!  The app says I took out cash but I didn't!,20,49,11,help app say took cash didnt,49,3.4545454545454546,3,4
Can I use my card to withdraw from my account?,3,46,10,use card withdraw account,46,3.7,1,2
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",61,98,20,tried add topup account money isnt anymore something wrong,98,3.95,4,3
What do you do to transfer money to my account?,65,47,10,transfer money account,47,3.8,1,1
There's a possibility that my card was compromised.,22,51,8,there possibility card compromised,51,5.5,2,1
Which countries are you available in?,24,37,6,country available,37,5.333333333333333,1,1
Is there any place I cannot use my card?,10,40,9,place use card,40,3.5555555555555554,1,2
Do you support any currency?,36,28,5,support currency,28,4.8,1,1
Can I transfer using SWIFT?,56,27,5,transfer using swift,27,4.6,1,7
What should I do if I lost my card?,41,35,9,lost card,35,3.0,1,3
"I would like to activate my card to use now, can you help me?",0,61,14,would like activate card use help,61,3.4285714285714284,2,1
Why is top-up verified?,71,23,4,topup verified,23,5.0,2,1
Do you need my birthdate?,74,25,5,need birthdate,25,4.2,1,1
"So, the card PIN?",38,17,4,card pin,17,3.5,2,4
Do all ATMs accept this card?,3,29,6,atm accept card,29,4.0,1,4
My card isn't working anymore.,14,30,5,card isnt working anymore,30,5.2,2,1
How does the exchange rate work?,32,32,6,exchange rate work,32,4.5,1,1
How can I unlock my pin from too many tries?,49,44,10,unlock pin many try,44,3.5,1,2
how long does delivery take?,12,28,5,long delivery take,28,4.8,1,0
Why was a fee charged to me for transferring money?,64,51,10,fee charged transferring money,51,4.2,1,1
Why has my payment been declined? I paid by card.,25,49,10,payment declined paid card,49,4.0,2,2
I've received my card so now I need to know how to sync it to the app.,13,70,17,ive received card need know sync app,70,3.176470588235294,2,2
What is the €1 fee for?,34,23,6,fee,23,3.0,1,1
My account shows a direct debit charge that I have never seen before,28,68,13,account show direct debit charge never seen,68,4.3076923076923075,0,2
How man currencies can I hold?,36,30,6,man currency hold,30,4.166666666666667,1,2
I want to use a payment card to top up my account. How can I do this?,54,69,17,want use payment card top account,69,3.1176470588235294,2,3
Is there a fee for withdrawing cash?,19,36,7,fee withdrawing cash,36,4.285714285714286,1,1
Why is their a charge pending on my card still?,45,47,10,charge pending card still,47,3.8,1,1
Can I top up my account with a check?,58,37,9,top account check,37,3.2222222222222223,1,2
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,35,139,26,mortgage payment making giving error message first time making payment want know whats wrong,139,4.346153846153846,5,4
There is a payment in the App that is not mine.,16,47,11,payment app mine,47,3.3636363636363638,1,2
My bank transfer is still not showing up in my account.,5,55,11,bank transfer still showing account,55,4.090909090909091,1,1
Why did using an ATM cause me to be charged an additional fee?,19,62,13,using atm cause charged additional fee,62,3.8461538461538463,1,4
"I ordered something ages ago online but it's simply not arriving. I've got enough! Give me back my money, I'm not paying these people.",52,134,24,ordered something age ago online simply arriving ive got enough give back money paying people,134,4.625,7,4
Can I get a card outside the UK?,24,32,8,get card outside,32,3.125,1,4
The card payment I made didn't work.,25,36,7,card payment made didnt work,36,4.285714285714286,2,2
"I can't figure out how to change GBP to AUD, what do I do?",33,58,14,cant figure change gbp aud,58,3.2142857142857144,3,8
"With my new card, how may I activate it?",0,40,9,new card may activate,40,3.5555555555555554,2,2
The atm didn't give me all my cash,75,34,8,atm didnt give cash,34,3.375,1,1
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",46,336,62,earlier today tried take money atm machine something wasnt working didnt actually receive money checked say transaction still pending tell whats going still charged withdrawal even though didnt end getting money,336,4.403225806451613,11,11
Would I be able to top up as much as I can?,60,43,12,would able top much,43,2.6666666666666665,1,3
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,17,95,17,exchange rate change day purchase different rate purchase,95,4.647058823529412,2,2
Are you located in other countries?,24,35,6,located country,35,5.0,1,1
I would like to exchange currencies on the app. How do I do this?,33,65,14,would like exchange currency app,65,3.7142857142857144,2,3
Explain to me why a transfer would be declined.,27,47,9,explain transfer would declined,47,4.333333333333333,1,1
What fiat currencies can I use for holding and exchanging?,36,58,10,fiat currency use holding exchanging,58,4.9,1,2
I only got $20 of the $100 that I attempted to withdraw.,75,56,12,got attempted withdraw,56,3.75,3,2
Can I use my card in another institutions ATM?,3,46,9,use card another institution atm,46,4.222222222222222,1,5
I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,19,114,21,believe charged making withdrawal went grocery shopping guy charging,114,4.476190476190476,2,2
I don't understand where this charge came from.,16,47,8,dont understand charge came,47,5.0,2,1
I used an ATM and wanted to know why I was charged an extra fee.,19,64,15,used atm wanted know charged extra fee,64,3.3333333333333335,1,5
I paid with my card and I was charged a fee,15,43,11,paid card charged fee,43,3.0,0,2
What other currencies can I hang onto?,36,38,7,currency hang onto,38,4.571428571428571,1,2
I can't do any business with this virtual card.,72,47,9,cant business virtual card,47,4.333333333333333,2,1
Can i use this card at any store?,10,33,8,use card store,33,3.25,1,1
"I'm not sure where my phone is, I think someone stole it or it's lost.",42,70,15,sure phone think someone stole lost,70,3.7333333333333334,4,2
Are cards delivered to my location?,43,35,6,card delivered location,35,5.0,1,1
Physical cards are what I need more of,39,38,8,physical card need,38,3.875,0,2
What is the cost and time frame of getting a new card?,9,54,12,cost time frame getting new card,54,3.5833333333333335,1,1
Is there something wrong with my ATM Card?  Tried using it earlier and it did not work.,26,87,17,something wrong atm card tried using earlier work,87,4.117647058823529,2,6
How can I change my PIN?  Help.,21,31,7,change pin help,31,3.4285714285714284,2,6
Need a new passcode.,44,20,4,need new passcode,20,4.25,1,1
I seem to be having trouble with my Google Pay Top. Can you please help?,2,72,15,seem trouble google pay top please help,72,3.8666666666666667,2,5
Can I use my Apple Watch to to top up?,2,38,10,use apple watch top,38,2.9,1,4
Why am I getting double charged for multiple transactions?,63,58,9,getting double charged multiple transaction,58,5.555555555555555,1,2
My money I had was gone and I could not get gas!,62,48,12,money gone could get gas,48,3.0833333333333335,1,3
"The transfer finally worked, but how long does it stay pending?",48,63,11,transfer finally worked long stay pending,63,4.818181818181818,2,1
"i didnt make these transactions, i think my card details might be stolen",22,72,13,didnt make transaction think card detail might stolen,72,4.615384615384615,1,0
I am not able to use the app since I forgot my phone at the hotel I was staying at.,42,83,20,able use app since forgot phone hotel staying,83,3.2,1,3
I have a top-up that's still pending and wanted to know about it.,47,65,13,topup thats still pending wanted know,65,4.076923076923077,3,1
Why wasn't my payment accepted by the app,53,41,8,wasnt payment accepted app,41,4.25,1,1
Do top-ups have limits?,60,23,4,topups limit,23,5.0,2,1
I attempted to get money in cash but it was refused!,26,52,11,attempted get money cash refused,52,3.8181818181818183,1,1
I want to top-up using cash,58,27,6,want topup using cash,27,3.6666666666666665,1,1
How can I tell if there will be a fee added to my payment or not?,15,65,16,tell fee added payment,65,3.125,1,2
What is the maximum number of transactions I can make with one card?,29,68,13,maximum number transaction make one card,68,4.3076923076923075,1,2
"I heard you have an auto-top up option, where do I find that?",4,61,13,heard autotop option find,61,3.769230769230769,3,2
What fiat currencies are used for holdings?,36,43,7,fiat currency used holding,43,5.285714285714286,1,1
Could you please tell me your exchange rates?,32,45,8,could please tell exchange rate,45,4.75,1,1
I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,17,135,26,noticed extra charge purchase made last saturday account see received correct exchange rate,135,4.230769230769231,2,5
"It's been two weeks and I haven't gotten my card, what do I do?",11,63,14,two week havent gotten card,63,3.5714285714285716,4,3
How do I link the new card that I just got from you guys?,13,57,14,link new card got guy,57,3.142857142857143,1,3
How many top-ups am I allowed to do?,60,36,8,many topups allowed,36,3.625,2,2
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",19,178,35,took cash cash machine heathrow airport wanted buy new sunglass holiday youve added fee withdrawal,178,4.114285714285714,3,3
Why on earth do you need so much personal id info from me?,74,58,13,earth need much personal info,58,3.5384615384615383,1,1
I transferred some funds but I don't see it,5,43,9,transferred fund dont see,43,3.888888888888889,1,2
Exchange rate for my cash withdrawal is wrong,76,45,8,exchange rate cash withdrawal wrong,45,4.75,0,1
Can you explain the various transaction times shown on my statement?,63,68,11,explain various transaction time shown statement,68,5.2727272727272725,1,1
"Hi, I was trying to use my card but it was declining by ATM. I have cross checked with two different ATMs but i was facing the same issue. Could you please check my account.",26,173,35,trying use card declining atm cross checked two different atm facing issue could please check account,173,3.9714285714285715,4,10
Why do you need me to do an identity check?,74,43,10,need identity check,43,3.4,1,1
Where do I change my PIN?,21,25,6,change pin,25,3.3333333333333335,1,5
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,8,110,22,recently made transfer need cancel soon possible please let know happens,110,4.0,2,3
"With this app, will I be able to exchange currency?",33,51,10,app able exchange currency,51,4.2,2,2
Where can I withdrawal my money?,3,32,6,withdrawal money,32,4.5,1,2
There's a payment in the app that I didn't authorize.,16,53,10,there payment app didnt authorize,53,4.4,3,2
Do I have to verify the top-up?,71,31,7,verify topup,31,3.5714285714285716,2,2
My card did not work at store.,25,30,7,card work store,30,3.4285714285714284,1,1
My password doesn't work.,44,25,4,password doesnt work,25,5.5,2,1
Where can I pay with my card?,10,29,7,pay card,29,3.2857142857142856,1,2
I am quite aggravated that I ordered online almost a month ago and I never got my package and I paid for it. I would really appreciate it if I could get a full refund back now.,52,176,37,quite aggravated ordered online almost month ago never got package paid would really appreciate could get full refund back,176,3.7837837837837838,2,6
"I made a bank transfer a couple of hours ago from my UK account.  It hasn't appeared, can you check to make sure it went through?",5,129,26,made bank transfer couple hour ago account hasnt appeared check make sure went,129,3.9615384615384617,4,4
What is the wait time until money reaches my account?,67,53,10,wait time money reach account,53,4.4,1,1
How do I fix a broken card?,14,27,7,fix broken card,27,3.0,1,2
My foreign currency exchange has been applied incorrectly.,17,58,8,foreign currency exchange applied incorrectly,58,6.375,1,1
Why isn't my id verified?,68,25,5,isnt verified,25,4.2,2,1
What is the procedure for getting another card?,39,47,8,procedure getting another card,47,5.0,1,1
I want to top my account by using a bank transfer. How would that work?,65,71,15,want top account using bank transfer would work,71,3.8,2,2
What is this withdrawal as I do not remember making it.,20,55,11,withdrawal remember making,55,4.090909090909091,1,2
It kept my cash,75,15,4,kept cash,15,3.0,0,1
Where do I unblock my PIN?,49,26,6,unblock pin,26,3.5,1,5
Can I use my American Express stored in Apple Pay to top up?,2,60,13,use american express stored apple pay top,60,3.6923076923076925,1,6
"Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money.",20,139,28,hello please look matter urgently lost wallet see one withdrawal want loose money,139,4.0,4,3
I have a payment which has not been approved.,45,45,9,payment approved,45,4.111111111111111,1,1
"I tried using a check to update my balance, but it isn't work? Is something wrong?",6,82,16,tried using check update balance isnt work something wrong,82,4.1875,4,2
Is there such thing as top up by cheque?,58,40,9,thing top cheque,40,3.5555555555555554,1,1
Can you please reactivate my card?,13,34,6,please reactivate card,34,4.833333333333333,1,1
"Please delete my account, this company is not working for me!",55,61,11,please delete account company working,61,4.636363636363637,2,1
What should I do if I can't use my card?,14,40,10,cant use card,40,3.1,2,3
top up cancellation,61,19,3,top cancellation,19,5.666666666666667,0,0
Tell me more about getting a virtual disposable card.,37,53,9,tell getting virtual disposable card,53,5.0,1,1
Why did you charge me extra when I withdrew cash?,19,49,10,charge extra withdrew cash,49,4.0,1,2
I don't see a refund in my account.,51,35,8,dont see refund account,35,3.5,2,1
Balance hasn't been updated following a bank transfer,5,53,8,balance hasnt updated following bank transfer,53,5.75,1,1
I have been charged a pound for something that appears on my statement,34,70,13,charged pound something appears statement,70,4.461538461538462,0,1
Why didn't the money I transferred into my account get added to my balance?,5,75,14,didnt money transferred account get added balance,75,4.428571428571429,2,2
Waiting for the cash I deposited this morning still,6,51,9,waiting cash deposited morning still,51,4.777777777777778,0,2
What does it mean if it says my card payment has been cancelled?,53,64,13,mean say card payment cancelled,64,4.0,1,1
Money transfer help? How long?,67,30,5,money transfer help long,30,5.2,2,2
Are there any limits on where I can use my card?,10,48,11,limit use card,48,3.4545454545454546,1,2
Help my prove my identity.,68,26,5,help prove identity,26,4.4,1,1
Need help with a stolen card.,41,29,6,need help stolen card,29,4.0,1,1
How can I transfer money into my account?,65,41,8,transfer money account,41,4.25,1,2
Where are the virtual cards?,40,28,5,virtual card,28,4.8,1,1
What is the price for a physical card?,43,38,8,price physical card,38,3.875,1,1
I used an ATM in a foreign currency but the rate applied is wrong!,76,66,14,used atm foreign currency rate applied wrong,66,3.7857142857142856,1,4
What would the approximate delivery date be if I transferred something urgently to China?,67,89,14,would approximate delivery date transferred something urgently china,89,5.428571428571429,1,3
I'm being asked for a verification code. Where do I find it?,71,60,12,asked verification code find,60,4.083333333333333,3,3
which identity details are required,74,35,5,identity detail required,35,6.2,0,0
Is my card broken?,14,18,4,card broken,18,3.75,1,1
I have a fee listed for a transfer.,64,35,8,fee listed transfer,35,3.5,1,1
Will my friends be able to top up my account?,62,45,10,friend able top account,45,3.6,1,1
"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before.",16,110,22,hello checked statement seems payment card never seen,110,4.045454545454546,2,2
Please tell me which cash machines will allow me to change my pin.,21,66,13,please tell cash machine allow change pin,66,4.153846153846154,1,1
Is it possible to hold money in different currencies?,36,53,9,possible hold money different currency,53,5.0,1,1
What are you exchange rates?,32,28,5,exchange rate,28,4.8,1,1
My transfer didn't work how come?,35,33,6,transfer didnt work come,33,4.666666666666667,2,1
Why would the app show a withdrawal that I did not make?,20,56,12,would app show withdrawal make,56,3.75,1,2
Please help me to know the status of my card payment as its pending since a while.,45,82,17,please help know status card payment pending since,82,3.8823529411764706,1,1
My top up has failed,59,20,5,top failed,20,3.2,0,1
What does it mean if my payment is pending?,45,43,9,mean payment pending,43,3.888888888888889,1,1
Can I directly deposit my salary to this account?,50,49,9,directly deposit salary account,49,4.555555555555555,1,2
I tried my PIN too many times and now my card won't work!,49,57,13,tried pin many time card wont work,57,3.4615384615384617,2,4
"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",51,92,20,week since return charged card hasnt showed,92,3.65,4,2
Please send me a disposable virtual card.,37,41,7,please send disposable virtual card,41,5.0,1,1
The app says that I got cash in an ATM and I didn't,20,51,13,app say got cash atm didnt,51,3.0,1,6
When will my transfer arrive from Europe?,67,41,7,transfer arrive europe,41,5.0,1,2
The machine gave me the wrong amount of cash.,75,45,9,machine gave wrong amount cash,45,4.111111111111111,1,1
The atm won't give my card back!,18,32,7,atm wont give card back,32,3.7142857142857144,2,1
I need help verifying my identity.,68,34,6,need help verifying identity,34,4.833333333333333,1,1
I would like to transfer some money from my other bank account into this one.,65,77,15,would like transfer money bank account one,77,4.2,1,1
Where is a Mastercard ATM?,3,26,5,mastercard atm,26,4.4,1,5
Does my top up and apple pay work together?,2,43,9,top apple pay work together,43,3.888888888888889,1,1
My beneficiary is unable to transact,7,36,6,beneficiary unable transact,36,5.166666666666667,0,1
Will I be charged for receiving the money?,56,42,8,charged receiving money,42,4.375,1,2
This is the first time I've tried to get my money out of an ATM and it didn't work. Please give me my money,26,107,24,first time ive tried get money atm didnt work please give money,107,3.5,3,6
