text,label,text_length,word_count
I thought that transfers are free. Why was I charged an extra fee?,64,66,13
I am confused about your fee structure and was disappointed to see a fee for my transfer.,64,89,17
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,64,134,24
Why was there an extra charge when I transferred money?,64,55,10
Why is there a fee on my money transfer?,64,40,9
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done",64,241,45
What is this fee for transferring money?,64,40,7
I have used this account overseas recently. Has there been an increase in fees that I am unaware of?,64,100,19
why was i charged a fee to transfer,64,35,8
I need to know how much it costs to transfer funds.,64,51,11
I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,64,160,33
Why did I get charged a fee for transferring money?,64,51,10
Why did I get charged for a transfer?,64,37,8
"I have used my account abroad for a while without any fees, why am I being charged additional fees all of a sudden?",64,115,23
Can you elaborate on why I have an extra charge just for transferring?,64,70,13
Why was I charged a fee to transfer money?,64,42,9
Is it free to transfer money or is there a fee?,64,47,11
"I was charged a fee when I transferred my funds, why?",64,53,11
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",64,226,43
"So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair.",64,188,35
Is there a fee for transferring money,64,37,7
Why was money taken for a transfer?,64,35,7
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done ?",64,244,47
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,64,310,57
Why is there an extra fee on a transfer?,64,40,9
"Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",64,197,34
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,64,242,50
Can you explain the transfer fee that I was charged?,64,52,10
Why am I being charged for transferring money?,64,46,8
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",64,80,17
Why do I see a fee when I do a transfer?,64,40,11
How come I can see an extra charge for my transfer?,64,51,11
I don't think I was supposed to be charged so much.,64,51,11
I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,64,124,22
When I was transferring money I was charged extra why?,64,54,10
"I was charged a transfer fee, why is that?",64,42,9
I have a fee listed for a transfer.,64,35,8
I noticed that there was an extra charge fee on my account. Could You explain to me why?,64,88,18
Hey there's a fee for a transfer on my account.  Why?!,64,54,11
Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees?,64,136,23
Why do I have an unexpected fee on my bill?,64,43,10
I just transferred some money. Why was I charged a fee?,64,55,11
Why is there a fee for doing a transfer?,64,40,9
Why are there additional fees for transfers?,64,44,7
"After a transfer, I see an extra fee.  Why?",64,43,9
Hey I thought transfers were free.  Why are you charging me?,64,60,11
"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",64,244,45
I made a transfer and was charged an extra fee!,64,47,10
What is this extra fee while I was doing a transfer?,64,52,11
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,64,265,53
"Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made!",64,409,78
Will I get extra charges?,64,25,5
"I noticed a fee, while banking abroad, that seems different than any I have been charged before. What does this fee mean?",64,121,22
I think I have an extra transfer charge.,64,40,8
"I usually don't get charged for transfers, why was I this month?",64,64,12
Why was my transfer charged a fee?,64,34,7
I should not have been charged a fee for my transfer.,64,53,11
I did a transfer and was charged a fee that should not have been charged!,64,73,15
I was charged a fee for a transfer. Where did it come from?,64,59,13
Why did I get charged a fee for my transfer?,64,44,10
How come a fee was charged when I tranferred money,64,50,10
Why was a fee charged to me for transferring money?,64,51,10
Why do I get a fee every time I transfer?,64,41,10
I was charge a fee that I wasn't told about,64,43,10
I noticed a charge for a transfer.  Why is this?  Is it because I did an international transfer?,64,96,18
Is it right that I've been charged for transferring money?,64,58,10
This transfer incurred a fee that I don't think is right.,64,57,11
"I just recently got a new beach condo in Bora Bora, and to furnish it I used this account a lot from overseas. It's upsetting, being a long-time customer of yours, that I saw extra fees on my account from my currency transfer. Is this what I should expect from you in the future?",64,279,54
Why was I charged a fee when making this transfer when I shouldn't have been?,64,77,15
"I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers?",64,137,27
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,64,164,32
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,64,243,42
Why was there a transfer fee on my account?,64,43,9
Can my salary be received here?,50,31,6
How can my boss pay me directly to the card?,50,44,10
Salary in GBP has been received. Does it need to be configured into another place?,50,82,15
I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,50,86,20
How can my friend give me money?,50,32,7
I would like to know how my friend would be able to send me money,50,65,15
How can I receive money?,50,24,5
I received a transfer in GBP how do I change it to a different currency?,50,72,15
How can my friend send money to me?,50,35,8
Can I receive my salary with this in another currency?,50,54,10
Can i receive transfers from my employer to this account?,50,57,10
Will my GPB update my salary,50,28,6
How do I transfer funds if I am paid in GBP?,50,44,11
am i able to receive my salary this way?,50,40,9
What are the steps for getting money from a friend?,50,51,10
Can I directly deposit my salary to this account?,50,49,9
How can I receive my salary with a different currency?,50,54,10
My salary is in GBP - what should I do?,50,39,10
I would like to receive my salary in a different currency. How does that work?,50,78,15
How can people transfer money to me?,50,36,7
i want to get my salary deposited as pesos?,50,43,9
My salary is deposited in GBP. Do I need to choose the currency?,50,64,13
What do I need to do to get my salary through this?,50,51,12
How can you transfer my salary to my correct currency?,50,54,10
I need my payment in another currency,50,37,7
how do i find out about transfers,50,33,7
I received my salary in the wrong currency. How do I change this?,50,65,13
Can I transfer my payroll to the bank?,50,38,8
Can i receive transfers from my employer this way?,50,50,9
Can my friend send me money if it is not in US dollars?,50,55,13
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",50,88,18
How do I get money from friends?,50,32,7
Is it possible for a friend to personally send me a payment?,50,60,12
What are the steps for my friend to send me money?,50,50,11
Can I receive payments in another currency?,50,43,7
What do I need to do to receive my payroll in the account?,50,58,13
Please show me how my friend can send me money.,50,47,10
"How do I know what my account is set to, I am paid in GBP?",50,58,15
Can I receive money in a different countries money?,50,51,9
Can I transfer my salary if its in GBP?,50,39,9
Can my friend send me money?,50,28,6
"My salary is in GBP, do I need to exchange it before putting it into my account?",50,80,17
Do I need to convert my currency from GBP before transferring?,50,62,11
Is it ok for a friend to send me money?,50,39,10
can my husband open an account and transfer money,50,49,9
How can I receive money from someone?,50,37,7
What can I use to receive my salary?,50,36,8
"My friend wants to send me money, can she?",50,42,9
How can I receive money from my friend?,50,39,8
Can I get paid for this in another currency?,50,44,9
Can I use my salary for this?,50,29,7
Can I transfer money using a different currency?,50,48,8
Can I have a friend send money directly to me?,50,46,10
Can I transfer my salary onto here?,50,35,7
Can this app take my salary?,50,28,6
"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is this done?",50,103,21
May I get my salary paid out in a different currency?,50,53,11
I use GBP for my salary deposits. Must I set this up somewhere?,50,63,13
"I was wondering, Can I get my pay in another currency?",50,54,11
What will I need to configure if my salary is in GBP?,50,53,12
what currencies can I receive my salary in with this?,50,53,10
Who can send me money?,50,22,5
"My salary is in GBP, is this something I need to configure?",50,59,12
Can my salary be received and transferred to my current currency in my country?,50,79,14
Can I transfer my paycheck to the account?,50,42,8
How does one send me money?,50,27,6
My salary comes in GBP can I change my options somewhere?,50,57,11
How do I receive money from someone?,50,36,7
How can I receive my salary in another currency?,50,48,9
Are there ways for other people to send me money?,50,49,10
What if I need my salary in another currency?,50,45,9
How would my friend be able to send me money?,50,45,10
Will my employer be able to pay me with this service,50,52,11
Which foreign currencies can I get transferred into my account?,50,63,10
Is there any way to get my salary in a different currency?,50,58,12
What methods are available for my friend to send me money?,50,58,11
How to receive transfers from my employer when I get paid in GBP?,50,65,13
Am I allowed to use different currencies?,50,41,7
Can I receive payment in another currency?,50,42,7
Can friends send me money?,50,26,5
How can my friend pay me?,50,25,6
"I have obtained the salary in GBP, will it need to be configured?",50,65,13
Can I use a transfer to receive my transfer?,50,44,9
Can friends transfer money to each other?,50,41,7
Can my job deposit my wages directly into the account.,50,54,10
Do I need to do anything special for my friend to send money to my account?,50,75,16
My friend would like to send me money. What are the options available to them?,50,78,15
Do I need to add my salary?,50,27,7
Will you accept my salary if it's in another currency?,50,54,10
"If my salary is in GBP, do I need to do something?",50,50,12
Can I use a different currency with my salary?,50,46,9
My salary is in GBP. Do I need to configure this somewhere?,50,59,12
How can I configure what currency my salary is in if it's in GBP?,50,65,14
Do you support direct deposits from my employer?,50,48,8
Can i get payed through this system?,50,36,7
What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,35,140,25
Is there a reason that my transfer failed?,35,42,8
Why didn't my transfer complete?,35,32,5
Why was I unable to finish this transfer?,35,41,8
"I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?",35,145,30
"Your system is broken. My transfers keep failing, 5 times now.",35,62,11
I tried to make a transfer like five different times. Why won't your system let me? Is it broke?,35,96,19
Can you tell me why I wasn't able to complete my transfer?,35,58,12
Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times!,35,154,28
Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere.,35,143,26
A transfer could not be completed.,35,34,6
What would cause a transfer failure?,35,36,6
I believe that my transfer hasn't gone through.,35,47,8
Transfer isn't working?,35,23,3
Can you tell me why my transfer is failing and help resolve?,35,60,12
Transfer has failed.,35,20,3
Did  my transfer fail?,35,22,4
I tried to make a transfer but it failed. will you tell me why?,35,63,14
I was unable to transfer money from my account.,35,47,9
Why hasn't my transfer gone through,35,35,6
I really need some help to understand why my transfer keeps failing. I'm trying to send money to a friend. Please help.,35,119,22
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?,35,139,26
"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",35,215,46
"Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance.",35,128,25
Why did my transfer not work?,35,29,6
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",35,149,28
I've been trying to do a transfer multiple times and have failed? Is the system down?,35,85,16
I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,35,100,18
My transfer failed when I tried.,35,32,6
Can you explain why my transfer was unsuccessful?,35,49,8
Why did my transfer fail?  What can I do?,35,41,9
My transfer failed.  Help!,35,26,4
My transfer failed to process correctly. Is there a reason this would happen?,35,77,13
Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,35,195,40
I tried to make a transfer and it didn't work.,35,46,10
please help my transfer go through,35,34,6
My transfer didn't work! Help!,35,30,5
What could possibly be the cause of my failed transfer?,35,55,10
Is there a reason behind why my transfer did not work?,35,54,11
Why won't my transfer go through?,35,33,6
Why can't I make a transfer?,35,28,6
"I got a transfer fail message, but no explanation of why-- what happened?",35,73,13
Why did the transfer fail when I attempted to do it earlier?,35,60,12
"Hello.  I ran into a problem with a transfer this morning.  I was trying to send money to some friends but when I tried to send it, the transfer failed.  I don't know what is causing the transfer to be rejected.  Please let me know what is causing the problem.  Thanks.",35,269,51
"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?",35,217,43
Can you tell my why my funds transfer did not work properly?,35,60,12
Why didn't my transfer work?,35,28,5
"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",35,112,21
Why can I not make a transfer?,35,30,7
"My transfer failed, why did that happen?",35,40,7
The app says my transfer failed,35,31,6
Is there a reason my transfer failed?,35,37,7
Why was my transaction not approved?,35,36,6
I attemped a transfer and it didn't go through.,35,47,9
is the a reason why my transfer has failed?,35,43,9
The transfer I tried to make failed.,35,36,7
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,35,230,43
"Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there.",35,197,38
"Hello, I am buying a flat and need the inital payment for the mortgage to go through. It keeps showing up as error, what is going on? Can you please help me make this transfer?",35,176,35
Why can't I complete my transfer?,35,33,6
"My card couldn't complete a transfer, why?",35,42,7
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",35,164,34
"Errors keep showing up every time I try to make this transfer and I am on a time crunch,  could you please help.",35,112,23
Why do my transfers keep failing?,35,33,6
Why didn't this transfer work?,35,30,5
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",35,145,25
"My transfer did not work, what was the reason?",35,46,9
What do I need to do to correct this failed transfer?,35,53,11
I tried to do a transfer and it hasn't worked!,35,46,10
What went wrong when I tried to do my transfer?,35,47,10
Why does it say my transfer failed?,35,35,7
I don't think my transfer wen through. Why?,35,43,8
How can I find out why my transfer didn't go through?,35,53,11
"I needed to send my friends some money urgently.  I tried multiple times to transfer the money this morning, but the transfer keeps failing.  Can you tell me why the transfer is getting rejected?",35,195,34
I tried to make a transfer and it failed.,35,41,9
"After I attempted a transfer, it failed.",35,40,7
I couldnt transfer money from my account.,35,41,7
"What stopped my transfer, from being accepted?",35,46,7
I've already tried 5 times to complete a transfer that's just standard. What's the deal? Is your system down at this time?,35,122,22
What caused my transfer to fail?,35,32,6
My transfer failed,35,18,3
"I tried to make a transfer, but it didn't work.",35,47,10
How is this transfer supposed to work? It's not working for me.,35,63,12
"This morning, I tried to send money to my friends several times but each time the transfer fails.  Why does it keep failing?  The transfer gets rejected but I do not know what is causing it to be rejected.",35,205,39
I'm trying to purchase a flat but i need my first payment for my mortgage to go through first. I keep getting an error. I'm not sure what is going on but i need help making this transfer.,35,187,38
"My transfer failed, why?",35,24,4
My transfer is failing when I try to do it.,35,43,10
I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong?,35,153,30
What may be the reason that my transfer did not go through?,35,59,12
I tried to transfer money but it didn't go through,35,50,10
My transfer didn't complete. Why can't I access funds?,35,54,9
Been trying to transfer money this morning but keep getting rejected. I don't understand why this is happening.,35,111,18
"Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?",35,227,44
My transfer didn't work how come?,35,33,6
Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.,35,159,31
I think my transfer failed. What do I do now?,35,45,10
"I attempted a transfer, but it failed.",35,38,7
I couldn't make a transfer,35,26,5
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,35,100,19
"The transfer keeps rejected, I tried to transfer some money to friends but it keeps getting rejected for some reason, Would you please check the issue?",35,151,26
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,35,112,22
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,35,180,35
Why was I not able to complete my transfer?,35,43,9
"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",35,164,29
Why was my transaction declined?,35,32,5
Why wouldn't a transfer go through?,35,35,6
Can you please tell me why my transfer failed?,35,46,9
I did a transfer earlier but see that it failed to go through.,35,62,13
Why has my payment not transferred?,35,35,6
I tried to do a transfer but it didn't go through.,35,50,11
The attempted transfer failed.,35,30,4
I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?,35,154,30
Why does my transfer keep failing? I've tried 5 times and they all failed.,35,74,14
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,35,139,26
"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?",35,161,32
I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?,35,209,38
What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.,35,150,28
Why was I unable to complete my transfer?,35,41,8
"Hi, I'm buying my son Bertie a starter home in London.  I'm just trying to send the 5% deposit over to the agent. It's only £200,000 but seems to be throwing an error.  What is going on?  If I wait any longer the house prices might rise, can you look in to it please?",35,267,54
I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,35,151,29
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,35,217,43
Can you please explain why my transfer failed?,35,46,8
I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,35,155,29
I am trying to transfer money and something is going wrong.,35,59,11
I am unsuccessfully trying to make a transfer can you help?,35,59,11
"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",35,157,30
Why did the bank reject my transfer?,35,36,7
"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",35,79,16
I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me?,35,139,28
The transger I tried to make failed.,35,36,7
"When I tried to transfer funds to my friend today I was unable to do so, why?",35,77,17
"I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand.",35,115,22
why do i have a failed transfer,35,31,7
I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,35,144,25
"When I attempted to make a transfer, it failed.",35,47,9
Why can't my transfer complete?,35,31,5
Why can't I complete the transfer?,35,34,6
I want to transfer money. How do I do that for my account?,65,58,13
How do I transfer money into my account?,65,40,8
How can I link my bank to my top up account?,65,44,11
I have an account that is empty of funds. Can I transfer some from another bank?,65,80,16
HOW DO I TRANSFER MONEY FROM MY BANK ACCOUNT?,65,45,9
Whats the transfer process,65,26,4
How can you assist me on topping up on bank transfers to my account?,65,68,14
Can I add money to my account via bank transfer?,65,48,10
I want to op up my account by using bank transfer. How do I go about it?,65,72,17
I have questions about how to transfer money to my account.,65,59,11
I need to add money to my account. Can I do so via bank transfer?,65,65,15
Can I use my bank account to send me more money?,65,48,11
I can't figure out how to transfer money into my account.,65,57,11
Can you please explain how to transfer money using the bank transfer process?,65,77,13
How simple is it to transfer money into my account?,65,51,10
How can my account have money transferred into it?,65,50,9
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",65,106,22
How do I use bank transfer to top up my account?,65,48,11
How do I top up?,65,16,5
Why can I not transfer money into my account?,65,45,9
How can I move money from an account at another bank to this one?,65,65,14
What process should I use to transfer money into my account?,65,60,11
"I want to transfer money into my account, what do I do?",65,55,12
I need to deposit money to my account,65,37,8
Can you transfer money to your card by bank transfer?,65,53,10
What do you do to transfer money to my account?,65,47,10
How can I move money from my account at a different bank to the account I have at this bank.,65,92,20
Please provide details on how to top up my account using transfer option,65,72,13
Where can I find out how to transfer money into my account.,65,59,12
How does it work when I transfer money into my account?,65,55,11
I need assistance with transferring funds to another account.,65,61,9
How can I add money to my account from another account I have?,65,62,13
I have money in a foreign account that I want to send to this account.,65,70,15
How can I transfer money into my account?,65,41,8
I need to move money from another bank to this account.,65,55,11
I need to transfer money into this account from my other bank account.,65,70,13
How do I go forth with bank transfers for top up accounts?,65,58,12
"I have an account at another bank, but I want to transfer some of the money to my account here.
.",65,97,21
"I want to do a bank transfer to this bank, from an account at another bank.",65,75,16
What are my bank details so I can do a transfer?,65,48,11
How would I use a bank transfer for topping my account?,65,55,11
I would like to know how to transfer money into my account.,65,59,12
My account is devoid of funds. Am I permitted to submit additional money via bank transfer?,65,91,16
How does a bank transfer for topping my account work?,65,53,10
I'd like to know how transferring my money into my account works.,65,65,12
How is my money transferred to the account,65,42,8
How do I top up my account with a bank transfer?,65,48,11
I need to transfer money to my account from another bank,65,56,11
I would like to transfer money into my account.,65,47,9
I would like to transfer money from my checking account to my savings account.,65,78,14
I want to transfer money into my account,65,40,8
What transfer methods do you accept?,65,36,6
"I need to transfer money into my account, and I don't know how to do that.",65,74,16
"I need to transfer money into my account, HOW?",65,46,9
Can I transfer money to my card via bank-transfer?,65,50,9
How can I transfer some money into a foreign account?,65,53,10
I need to know the process to transfer money into my account.,65,61,12
Can I add money to top up my account via a bank transfer?,65,57,13
What currencies can I use to top up my account?,65,47,10
How do I top up my account using transfer?,65,42,9
Account topping up bank transfers to my account assistance please?,65,66,10
I want to take some funds from my other bank account and add them to this one.,65,78,17
I need more money in my account. Can I add more by transferring?,65,64,13
How do I go about transferring money into my bank account?,65,58,11
How do I go forth on transferring a sum of money from one account to another?,65,77,16
How do I initiated a bank transfer to top up?,65,45,10
How can I transfer money between accounts?,65,42,7
Whats the process of tranfering money into an account?,65,54,9
"I would like to top up my account with a bank transfer, is that allowed?",65,72,15
How can I deposit money to my account?,65,38,8
I have zero dollars in my account. Can I submit additional funds via bank transfer?,65,83,15
What are the steps for  making a transfer for topping up?,65,57,11
"For my account, how do I transfer money in?",65,43,9
How do I transfer money between two of my accounts?,65,51,10
What is the procedure to transfer money to my account?,65,54,10
Is a bank transfer acceptable for topping up my account?,65,56,10
I have no more money in my account.  Is there a way to do a bank transfer to put money into my account?,65,103,23
I need to transfer funds from my other bank account into this bank account.,65,75,14
I want to transfer a sum of money from another bank account I have into this one,65,80,17
Can I transfer money to my account with the app?,65,48,10
Can you tell me how transferring money into my account works?,65,61,11
Help! My account doesn't show any funds. Is transferring funds an option I can use?,65,83,15
How do I transfer cash my into my account?,65,42,9
How can I top up my account by bank transfer?,65,45,10
I was wondering about transferring money into my account and how it works.  Can you tell me about that?,65,103,19
My money is all gone. What ways are okay to add money to my account?,65,68,15
I need to move money from one of my other accounts to this one.,65,63,14
What is the process for transferring money into my account?,65,59,10
Tell me how to top up my account using bank transfer.,65,53,11
Can I top-up my card using a bank transfer.,65,43,9
Can I use a bank transfer to add money to my account?,65,53,12
"I want to top up by transfering accounts, What do I do?",65,55,12
show me how to transfer to my account,65,37,8
How does your app transfer the money,65,36,7
How do I deposit through bank transfer?,65,39,7
My account is depleted. Can I transfer funds from another bank?,65,63,11
Can you please explain the topping up transfer process?,65,55,9
What can I expect if I use bank transfer to top up my account?,65,62,14
I want to transfer some money from my other bank account into this one.,65,71,14
I want to transfer money from another account into this one.,65,60,11
I would like to move money from one account to another to top off my account. Can you explain how I can do that?,65,112,24
Can I withdraw money from another bank and transfer it into my empty account?,65,77,14
How can I go about transferring money to my account?,65,52,10
How can I transfer money to this account from another bank?,65,59,11
can i transfer money i the app,65,30,7
How do I transfer money from one bank account to another?,65,57,11
What steps are taken to transfer money into my account?,65,55,10
I am out of money in my account and I was wondering if I could do a bank transfer is put more in it?,65,100,24
Can you please explain how bank transfers work?,65,47,8
Can you help me transfer funds from another bank account to this account?,65,73,13
I am looking to transfer some money from my other bank account into this one.,65,77,15
where do i go to transfer money from one account to this one,65,60,13
I need money put into this account from another one.,65,52,10
Do you know how I can verify that I did a top-up to my card?,71,60,15
where is the code for verifying the top up card?,71,48,10
The top-up card is verified how?,71,32,6
Tell me about verifying top-up,71,30,5
What is the verification code for my top up card?,71,49,10
Explain to me how to verify the top-up card.,71,44,9
How can I verify my top-up card?,71,32,7
Can you show me how to verify the top-up card?,71,46,10
Can you explain to me the way to verify my top up has gone through?,71,67,15
I can't find the top-up card verification code.,71,47,8
I would like to receive instructions showing the verification process for top up cards..,71,88,14
Where is the top-up verification code located?,71,46,7
For what reason must I authenticate the top up?,71,47,9
what's my top-up verification code?,71,35,5
Why do the top-ups need to be verified?,71,39,8
Does the top-up need verified?,71,30,5
I am having trouble finding the top-up card verification code.,71,62,10
Why do you ask for top-up verification?,71,39,7
Where can I find the top up verification code?,71,46,9
How is top-up verified?,71,23,4
Do I need to verify my top-up card?,71,35,8
How do i verify my card?,71,24,6
What is the point of verifying a top up?,71,40,9
How do I verify my top up?,71,26,7
How do I find the top-up verification code?,71,43,8
Why does top-up need to be verified?,71,36,7
why do i have to verify top up?,71,31,8
"I'm trying to verify my top-up card, but I can't find the code...?",71,66,13
How can I verify the top-up card?,71,33,7
how do I find the code to verify the top up card?,71,49,12
I need to find the top up verification code,71,43,9
Please help me find my top-up verification code,71,47,8
Where can I find the verification code for the card top-up?,71,59,11
Do I need to verify my top-up?,71,30,7
Why do we need to verify a top-up card?,71,39,9
I have a top up card. Where is the verification code?,71,53,11
How do I find the code needed in order to verify my top-up card?,71,64,14
How do i find my top-up card's verification code?,71,49,9
How do I verify the top-up?,71,27,6
How many digits identify the top-up verification code?,71,54,8
What is the significance of verifying the top-up?,71,49,8
Why do we need to verify top-up?,71,32,7
Please verify my top-up card,71,28,5
Is there a reason why top-up needs verifying?,71,45,8
I don't know where the top-up verification code is.,71,51,9
Verifying the top-up seems like a hassle.,71,41,7
I can't see a verification code anywhere,71,40,7
Verify top-up card help?,71,24,4
What do I do to verify a top-up?,71,32,8
Is there a way to verify a card top-up?,71,39,9
How to verify top up card?,71,26,6
Why are top-ups being verified?,71,31,5
why verify the top up? it doesnt make sense,71,43,9
The top-up verification code is not visible.,71,44,7
"I just tried to top-up and now I'm getting an additional verification message, why?",71,83,14
Where do I find my code to verify my top-up card?,71,49,11
Why verify the top-ups?,71,23,4
can you tell me where to find the top-up verification code?,71,59,11
How do I verify the top-up card?,71,32,7
Help me verify the card used on a top-up.,71,41,9
"On a card top-up, where can I verify?",71,37,8
"I'm trying to verify my top up card, how do I do that?",71,54,13
What is the verification process used for?,71,42,7
Where is my top-up verification code?,71,37,6
Where can i find my top-up verification code?,71,45,8
Where is the top-up verification code?,71,38,6
I don't see a code anywhere on my top-up card? Where can I find it? I need to verify!,71,85,19
Why do i have to verify my top-up card?,71,39,9
Do I have to verify the top-up?,71,31,7
Why do I need to verify the top-up?,71,35,8
Where can I find the verification code for the top up card?,71,59,12
I can't see a top-up top-up verification code.,71,46,8
I don't see the verification code for my card transfer.,71,55,10
Why does top-up require verification?,71,37,5
is there a reason i need to verify top up,71,41,10
Is the verification number on the top up card,71,45,9
What  is the verification process for a top up card?,71,52,10
Where is the top-up card verification code?,71,43,7
How do I verify the top up?,71,27,7
I am looking for my top-up verification code and cannot find it.,71,64,12
How do i authenticate a top-up card?,71,36,7
Do I need to verify the top-up?,71,31,7
What's the deal with verifying the top-up?,71,42,7
Can you tell me where to find my top-up verification code?,71,58,11
Where Is the top up verification code found?,71,44,8
Please tell me how to verify my top up card.,71,44,10
How do i secure a top-up card?,71,30,7
What's up with verifying top-ups?,71,33,5
Why do I need to verify a top-up?,71,33,8
Can I verify my top-up card?,71,28,6
Why is it necessary to verify the top up?,71,41,9
Why should I verify the top-up?,71,31,6
